dish_id,total_calories,total_mass_g,total_fat_g,total_carb_g,total_protein_g,ingredients
dish_1561576483,209.595428,371.0,8.536117,17.269756,18.4142,"[{""name"": ""vinegar"", ""grams"": 0.080178}, {""name"": ""bok choy"", ""grams"": 1.603564}, {""name"": ""millet"", ""grams"": 6.414254}, {""name"": ""cauliflower"", ""grams"": 308.0}, {""name"": ""beef"", ""grams"": 48.106903}, {""name"": ""salt"", ""grams"": 0.060134}, {""name"": ""shallots"", ""grams"": 3.207127}, {""name"": ""spinach (cooked)"", ""grams"": 1.603564}, {""name"": ""olive oil"", ""grams"": 0.320713}, {""name"": ""onions"", ""grams"": 1.603564}]"
dish_1561049409,317.779999,197.0,22.307001,8.418,20.341999,"[{""name"": ""bacon"", ""grams"": 19.0}, {""name"": ""scrambled eggs"", ""grams"": 127.0}, {""name"": ""raspberries"", ""grams"": 51.0}]"
dish_1551565909,97.769997,178.0,4.593,17.257,1.676,"[{""name"": ""lemon"", ""grams"": 96.0}, {""name"": ""berries"", ""grams"": 44.0}, {""name"": ""olives"", ""grams"": 39.0}]"
dish_1563305722,434.658997,405.0,12.195141,9.579062,69.960106,"[{""name"": ""garlic"", ""grams"": 1.043571}, {""name"": ""shallots"", ""grams"": 0.065223}, {""name"": ""mushroom"", ""grams"": 117.0}, {""name"": ""spinach (raw)"", ""grams"": 5.217856}, {""name"": ""wheat berry"", ""grams"": 20.871426}, {""name"": ""thyme"", ""grams"": 0.521786}, {""name"": ""lemon juice"", ""grams"": 1.043571}, {""name"": ""cucumbers"", ""grams"": 44.0}, {""name"": ""olive oil"", ""grams"": 4.174285}, {""name"": ""parsley"", ""grams"": 2.087142}, {""name"": ""salt"", ""grams"": 0.260893}, {""name"": ""chicken"", ""grams"": 208.714249}]"
dish_1551141747,134.779999,148.0,8.978,15.190001,14.114,"[{""name"": ""fish"", ""grams"": 61.0}, {""name"": ""noodles"", ""grams"": 46.0}, {""name"": ""bell peppers"", ""grams"": 41.0}]"
dish_1563563264,322.001984,163.0,22.523001,2.767,27.681999,"[{""name"": ""olives"", ""grams"": 42.0}, {""name"": ""grilled chicken"", ""grams"": 121.0}]"
dish_1550796794,68.729996,153.0,0.279,17.559999,0.991,"[{""name"": ""apple"", ""grams"": 60.0}, {""name"": ""cantaloupe"", ""grams"": 62.0}, {""name"": ""orange"", ""grams"": 35.0}]"
dish_1563389114,86.534439,148.0,4.405479,11.310716,2.577627,"[{""name"": ""salt"", ""grams"": 0.359836}, {""name"": ""carrot"", ""grams"": 61.12138}, {""name"": ""broccoli"", ""grams"": 57.0}, {""name"": ""pecans"", ""grams"": 0.696697}, {""name"": ""mustard"", ""grams"": 0.217718}, {""name"": ""olive oil"", ""grams"": 3.398001}, {""name"": ""blueberries"", ""grams"": 1.393393}, {""name"": ""chard"", ""grams"": 3.483484}, {""name"": ""arugula"", ""grams"": 19.507507}, {""name"": ""vinegar"", ""grams"": 0.653153}, {""name"": ""pepper"", ""grams"": 0.038201}, {""name"": ""garlic"", ""grams"": 0.130631}]"
dish_1551124407,141.350006,166.0,7.693,9.824,10.034,"[{""name"": ""brussels sprouts"", ""grams"": 89.0}, {""name"": ""scrambled eggs"", ""grams"": 67.0}, {""name"": ""mixed greens"", ""grams"": 14.0}]"
dish_1562788732,57.292805,52.0,6.662716,2.814716,7.842129,"[{""name"": ""fish"", ""grams"": 40.704502}, {""name"": ""country rice"", ""grams"": 8.1409}, {""name"": ""onions"", ""grams"": 1.62818}, {""name"": ""olive oil"", ""grams"": 0.81409}, {""name"": ""garlic"", ""grams"": 0.203523}, {""name"": ""salt"", ""grams"": 0.101761}, {""name"": ""green onions"", ""grams"": 0.407045}]"
dish_1560961261,192.519989,218.0,11.830999,10.294001,12.031,"[{""name"": ""broccoli"", ""grams"": 49.0}, {""name"": ""strawberries"", ""grams"": 65.0}, {""name"": ""scrambled eggs"", ""grams"": 104.0}]"
dish_1566501012,132.87999,160.0,10.555,10.811,1.843,"[{""name"": ""olives"", ""grams"": 97.0}, {""name"": ""spinach (raw)"", ""grams"": 25.0}, {""name"": ""carrot"", ""grams"": 38.0}]"
dish_1567023296,107.181221,92.0,9.341188,4.171472,2.684054,"[{""name"": ""greek salad"", ""grams"": 64.0}, {""name"": ""garlic"", ""grams"": 0.126126}, {""name"": ""salt"", ""grams"": 0.126126}, {""name"": ""mustard"", ""grams"": 0.21021}, {""name"": ""pecans"", ""grams"": 0.672673}, {""name"": ""olive oil"", ""grams"": 2.690691}, {""name"": ""blueberries"", ""grams"": 1.345345}, {""name"": ""chard"", ""grams"": 3.363364}, {""name"": ""arugula"", ""grams"": 18.834835}, {""name"": ""vinegar"", ""grams"": 0.630631}]"
dish_1551124723,166.580002,129.0,8.889,12.724,8.801,"[{""name"": ""potatoes"", ""grams"": 48.0}, {""name"": ""bacon"", ""grams"": 20.0}, {""name"": ""tomatoes"", ""grams"": 63.0}]"
dish_1565194752,322.893646,510.0,3.975512,25.826488,39.087803,"[{""name"": ""sweet potato"", ""grams"": 128.780487}, {""name"": ""egg whites"", ""grams"": 378.0}, {""name"": ""olive oil"", ""grams"": 3.219512}]"
dish_1560443607,380.799988,706.0,1.439,67.547005,26.071001,"[{""name"": ""grapes"", ""grams"": 94.0}, {""name"": ""honeydew melons"", ""grams"": 64.0}, {""name"": ""egg whites"", ""grams"": 231.0}, {""name"": ""berries"", ""grams"": 204.0}, {""name"": ""pineapple"", ""grams"": 113.0}]"
dish_1561574974,50.130196,152.0,1.788235,8.792157,1.490196,"[{""name"": ""eggplant"", ""grams"": 149.019608}, {""name"": ""olive oil"", ""grams"": 1.490196}, {""name"": ""salt"", ""grams"": 1.490196}]"
dish_1558630649,190.009995,355.0,0.71,49.419998,2.005,"[{""name"": ""cantaloupe"", ""grams"": 88.0}, {""name"": ""grapes"", ""grams"": 125.0}, {""name"": ""apple"", ""grams"": 142.0}]"
dish_1563393244,57.550003,280.0,0.519667,11.570667,3.229667,"[{""name"": ""broccoli"", ""grams"": 39.333336}, {""name"": ""cucumbers"", ""grams"": 75.0}, {""name"": ""onions"", ""grams"": 35.0}, {""name"": ""squash"", ""grams"": 39.333336}, {""name"": ""radishes"", ""grams"": 52.0}, {""name"": ""zucchini"", ""grams"": 39.333336}]"
dish_1561393619,234.040009,284.0,7.892,21.104,20.116001,"[{""name"": ""cottage cheese"", ""grams"": 176.0}, {""name"": ""berries"", ""grams"": 108.0}]"
dish_1566246513,436.955017,265.0,17.884998,4.43,61.169998,"[{""name"": ""feta cheese"", ""grams"": 55.0}, {""name"": ""mixed greens"", ""grams"": 40.0}, {""name"": ""chicken"", ""grams"": 170.0}]"
dish_1562097624,77.586021,68.0,2.31068,12.609709,2.772815,"[{""name"": ""wheat berry"", ""grams"": 66.019417}, {""name"": ""olive oil"", ""grams"": 1.980583}]"
dish_1565986702,211.343994,204.0,24.373022,6.954482,27.831074,"[{""name"": ""lemon juice"", ""grams"": 2.843206}, {""name"": ""wheat berry"", ""grams"": 28.432056}, {""name"": ""parsley"", ""grams"": 1.421603}, {""name"": ""cherry tomatoes"", ""grams"": 5.686411}, {""name"": ""fish"", ""grams"": 142.160278}, {""name"": ""salt"", ""grams"": 0.355401}, {""name"": ""garlic"", ""grams"": 1.421603}, {""name"": ""shallots"", ""grams"": 2.843206}, {""name"": ""chive"", ""grams"": 0.355401}, {""name"": ""olive oil"", ""grams"": 5.686411}, {""name"": ""chard"", ""grams"": 12.794426}]"
dish_1551125384,53.400002,142.0,0.72,10.872,2.868,"[{""name"": ""tomatoes"", ""grams"": 68.0}, {""name"": ""mixed greens"", ""grams"": 16.0}, {""name"": ""brussels sprouts"", ""grams"": 60.0}]"
dish_1566587958,398.49588,224.0,20.217819,8.818713,41.598316,"[{""name"": ""brown rice"", ""grams"": 33.63995}, {""name"": ""arugula"", ""grams"": 6.727989}, {""name"": ""salt"", ""grams"": 0.420499}, {""name"": ""pepper"", ""grams"": 8.409987}, {""name"": ""thyme"", ""grams"": 0.21025}, {""name"": ""salmon"", ""grams"": 168.199738}, {""name"": ""olive oil"", ""grams"": 6.39159}]"
dish_1558719514,433.285004,430.0,24.713001,49.695995,14.859,"[{""name"": ""almonds"", ""grams"": 46.0}, {""name"": ""apple"", ""grams"": 142.0}, {""name"": ""corn on the cob"", ""grams"": 49.0}, {""name"": ""cherry tomatoes"", ""grams"": 96.0}, {""name"": ""cauliflower"", ""grams"": 97.0}]"
dish_1566332116,153.550003,275.0,12.244,11.356,3.761,"[{""name"": ""olives"", ""grams"": 112.0}, {""name"": ""spinach (raw)"", ""grams"": 65.0}, {""name"": ""cucumbers"", ""grams"": 98.0}]"
dish_1561392570,149.804916,187.0,9.080466,16.931465,2.5906,"[{""name"": ""bell peppers"", ""grams"": 10.666667}, {""name"": ""mustard"", ""grams"": 0.533333}, {""name"": ""salt"", ""grams"": 0.266667}, {""name"": ""berries"", ""grams"": 75.0}, {""name"": ""cucumbers"", ""grams"": 10.666667}, {""name"": ""garlic"", ""grams"": 0.533333}, {""name"": ""olive oil"", ""grams"": 8.533333}, {""name"": ""broccoli"", ""grams"": 68.0}, {""name"": ""vinegar"", ""grams"": 4.266666}, {""name"": ""radishes"", ""grams"": 8.533333}]"
dish_1551222791,75.970001,104.0,0.749,16.02,3.554,"[{""name"": ""tortilla"", ""grams"": 18.0}, {""name"": ""brussels sprouts"", ""grams"": 51.0}, {""name"": ""bell peppers"", ""grams"": 37.0}]"
dish_1561749818,340.027893,395.0,15.126814,16.991819,33.491497,"[{""name"": ""brown rice"", ""grams"": 24.328892}, {""name"": ""arugula"", ""grams"": 4.865778}, {""name"": ""salmon"", ""grams"": 121.644455}, {""name"": ""cherry tomatoes"", ""grams"": 66.0}, {""name"": ""pepper"", ""grams"": 6.082223}, {""name"": ""salt"", ""grams"": 0.304111}, {""name"": ""broccoli"", ""grams"": 87.0}, {""name"": ""radishes"", ""grams"": 25.0}, {""name"": ""olive oil"", ""grams"": 4.622489}, {""name"": ""thyme"", ""grams"": 0.152056}, {""name"": ""cucumbers"", ""grams"": 55.0}]"
dish_1561404438,366.069214,169.0,23.856789,6.257735,32.327785,"[{""name"": ""wheat berry"", ""grams"": 24.701582}, {""name"": ""cauliflower"", ""grams"": 16.467722}, {""name"": ""garlic"", ""grams"": 1.646772}, {""name"": ""olive oil"", ""grams"": 0.205847}, {""name"": ""salt"", ""grams"": 0.823386}, {""name"": ""steak"", ""grams"": 123.507912}, {""name"": ""lime"", ""grams"": 1.646772}]"
dish_1551399449,275.180023,92.0,18.17,25.939999,6.84,"[{""name"": ""nuts"", ""grams"": 18.0}, {""name"": ""corn"", ""grams"": 50.0}, {""name"": ""potato chips"", ""grams"": 22.0}]"
dish_1568319725,111.637299,59.0,11.509647,2.241285,0.581418,"[{""name"": ""olive oil"", ""grams"": 11.442424}, {""name"": ""mustard"", ""grams"": 0.715151}, {""name"": ""cucumbers"", ""grams"": 14.303031}, {""name"": ""salt"", ""grams"": 0.357576}, {""name"": ""garlic"", ""grams"": 0.715151}, {""name"": ""bell peppers"", ""grams"": 14.303031}, {""name"": ""radishes"", ""grams"": 11.442424}, {""name"": ""vinegar"", ""grams"": 5.721212}]"
dish_1566230377,433.749969,772.0,4.375,42.874001,49.589005,"[{""name"": ""egg whites"", ""grams"": 462.0}, {""name"": ""berries"", ""grams"": 77.0}, {""name"": ""salsa"", ""grams"": 110.0}, {""name"": ""sweet potato"", ""grams"": 120.0}, {""name"": ""olive oil"", ""grams"": 3.0}]"
dish_1550712622,245.62001,148.0,19.544001,13.5,8.87,"[{""name"": ""nuts"", ""grams"": 36.0}, {""name"": ""bell peppers"", ""grams"": 52.0}, {""name"": ""cucumbers"", ""grams"": 63.0}]"
dish_1560454513,54.444004,62.0,4.520726,3.293843,0.99549,"[{""name"": ""garlic"", ""grams"": 0.411765}, {""name"": ""olive oil"", ""grams"": 4.392157}, {""name"": ""cucumbers"", ""grams"": 4.392157}, {""name"": ""mixed greens"", ""grams"": 21.960785}, {""name"": ""carrot"", ""grams"": 2.745098}, {""name"": ""green beans"", ""grams"": 20.0}, {""name"": ""salt"", ""grams"": 0.137255}, {""name"": ""cherry tomatoes"", ""grams"": 5.490196}, {""name"": ""parsley"", ""grams"": 0.27451}, {""name"": ""vinegar"", ""grams"": 2.196079}]"
dish_1558029923,279.550995,200.0,9.596,38.301998,10.452001,"[{""name"": ""bacon"", ""grams"": 22.0}, {""name"": ""yam"", ""grams"": 111.0}, {""name"": ""cantaloupe"", ""grams"": 67.0}]"
dish_1551139576,59.099998,150.0,0.362,13.14,3.088,"[{""name"": ""cantaloupe"", ""grams"": 63.0}, {""name"": ""brussels sprouts"", ""grams"": 56.0}, {""name"": ""bell peppers"", ""grams"": 34.0}]"
dish_1564427455,354.26004,218.0,23.956001,4.212,31.222,"[{""name"": ""grilled chicken"", ""grams"": 135.0}, {""name"": ""olives"", ""grams"": 35.0}, {""name"": ""cherry tomatoes"", ""grams"": 48.0}]"
dish_1559844063,139.810013,277.0,0.431,36.559998,1.339,"[{""name"": ""strawberries"", ""grams"": 77.0}, {""name"": ""pears"", ""grams"": 200.0}]"
dish_1562009894,244.80722,200.0,12.012504,29.885567,5.628496,"[{""name"": ""goat cheese"", ""grams"": 8.032743}, {""name"": ""olives"", ""grams"": 10.040928}, {""name"": ""garlic"", ""grams"": 0.502046}, {""name"": ""vinegar"", ""grams"": 4.016371}, {""name"": ""brown rice"", ""grams"": 108.0}, {""name"": ""olive oil"", ""grams"": 8.032743}, {""name"": ""mustard"", ""grams"": 1.004093}, {""name"": ""salt"", ""grams"": 0.125512}, {""name"": ""pears"", ""grams"": 10.040928}, {""name"": ""mixed greens"", ""grams"": 50.204636}]"
dish_1563464627,310.5,115.0,9.2,46.345001,10.718,"[{""name"": ""cream cheese"", ""grams"": 23.0}, {""name"": ""bagels"", ""grams"": 92.0}]"
dish_1566413419,285.830017,280.0,11.570001,11.296,36.287003,"[{""name"": ""chicken"", ""grams"": 103.0}, {""name"": ""avocado"", ""grams"": 49.0}, {""name"": ""spinach (raw)"", ""grams"": 61.0}, {""name"": ""broccoli"", ""grams"": 67.0}]"
dish_1561654732,242.360001,191.0,14.85,12.24,14.06,"[{""name"": ""sweet potato"", ""grams"": 56.0}, {""name"": ""scrambled eggs"", ""grams"": 135.0}]"
dish_1563813360,268.48291,163.0,16.533194,15.21166,15.767277,"[{""name"": ""salt"", ""grams"": 0.186962}, {""name"": ""pepper"", ""grams"": 0.04674}, {""name"": ""brussels sprouts"", ""grams"": 37.392376}, {""name"": ""olive oil"", ""grams"": 0.373924}, {""name"": ""bacon"", ""grams"": 38.0}, {""name"": ""pineapple"", ""grams"": 87.0}]"
dish_1560356627,980.047974,301.0,75.973999,6.92,63.124001,"[{""name"": ""scrambled eggs"", ""grams"": 121.0}, {""name"": ""bacon"", ""grams"": 92.0}, {""name"": ""sausage"", ""grams"": 88.0}]"
dish_1565118096,656.429932,588.0,13.032,49.997002,82.443001,"[{""name"": ""chicken breast"", ""grams"": 133.0}, {""name"": ""tuna"", ""grams"": 102.0}, {""name"": ""cheese pizza"", ""grams"": 76.0}, {""name"": ""cherry tomatoes"", ""grams"": 73.0}, {""name"": ""bell peppers"", ""grams"": 69.0}, {""name"": ""carrot"", ""grams"": 69.0}, {""name"": ""pineapple"", ""grams"": 66.0}]"
dish_1551306339,209.309998,106.0,8.570999,23.296001,9.622,"[{""name"": ""corn"", ""grams"": 27.0}, {""name"": ""white rice"", ""grams"": 62.0}, {""name"": ""bacon"", ""grams"": 19.0}]"
dish_1560366998,39.600002,131.0,0.173,9.648001,0.823,"[{""name"": ""honeydew melons"", ""grams"": 89.0}, {""name"": ""cherry tomatoes"", ""grams"": 42.0}]"
dish_1566242234,289.309998,363.0,5.446,15.791,43.513992,"[{""name"": ""carrot"", ""grams"": 59.0}, {""name"": ""tuna"", ""grams"": 143.0}, {""name"": ""onions"", ""grams"": 52.0}, {""name"": ""cherry tomatoes"", ""grams"": 69.0}, {""name"": ""olives"", ""grams"": 40.0}]"
dish_1551375252,109.209991,218.0,0.479,26.48,3.007,"[{""name"": ""brussels sprouts"", ""grams"": 48.0}, {""name"": ""orange"", ""grams"": 89.0}, {""name"": ""berries"", ""grams"": 82.0}]"
dish_1551389551,2400.780029,133.0,27.552002,732.300049,90.181999,"[{""name"": ""corn"", ""grams"": 62.0}, {""name"": ""lemon"", ""grams"": 7974.0}, {""name"": ""avocado"", ""grams"": 18.0}]"
dish_1566931548,154.980011,253.0,10.385001,15.525999,4.434,"[{""name"": ""mixed greens"", ""grams"": 91.0}, {""name"": ""olives"", ""grams"": 91.0}, {""name"": ""broccoli"", ""grams"": 71.0}]"
dish_1562094694,134.596008,142.0,11.607294,7.249883,2.246118,"[{""name"": ""green beans"", ""grams"": 34.0}, {""name"": ""vinegar"", ""grams"": 5.647059}, {""name"": ""cherry tomatoes"", ""grams"": 14.117648}, {""name"": ""mixed greens"", ""grams"": 56.470592}, {""name"": ""carrot"", ""grams"": 7.058824}, {""name"": ""garlic"", ""grams"": 1.058824}, {""name"": ""salt"", ""grams"": 0.352941}, {""name"": ""parsley"", ""grams"": 0.705882}, {""name"": ""olive oil"", ""grams"": 11.294118}, {""name"": ""cucumbers"", ""grams"": 11.294118}]"
dish_1561737776,375.299988,139.0,11.120001,56.017002,12.954802,"[{""name"": ""bagels"", ""grams"": 111.200005}, {""name"": ""cream cheese"", ""grams"": 27.800001}]"
dish_1561739719,350.163513,637.0,4.590097,74.616135,10.199,"[{""name"": ""sweet potato"", ""grams"": 84.0}, {""name"": ""broccoli"", ""grams"": 264.0}, {""name"": ""raspberries"", ""grams"": 2.580645}, {""name"": ""berries"", ""grams"": 249.0}, {""name"": ""mixed greens"", ""grams"": 25.80645}, {""name"": ""blackberries"", ""grams"": 2.580645}, {""name"": ""granola"", ""grams"": 6.451612}, {""name"": ""vinaigrette"", ""grams"": 2.580645}]"
dish_1562173411,638.257996,159.0,50.168999,5.39,38.829002,"[{""name"": ""bacon"", ""grams"": 46.0}, {""name"": ""sausage"", ""grams"": 113.0}]"
dish_1560455000,12.800001,84.0,0.11,2.725,0.785,"[{""name"": ""cherry tomatoes"", ""grams"": 55.0}, {""name"": ""cucumbers"", ""grams"": 29.0}]"
dish_1551135415,288.27002,200.0,13.785,34.935001,9.41,"[{""name"": ""avocado"", ""grams"": 73.0}, {""name"": ""bread"", ""grams"": 55.0}, {""name"": ""tomatoes"", ""grams"": 75.0}]"
dish_1550781347,94.629997,182.0,0.646,20.094,3.393,"[{""name"": ""potatoes"", ""grams"": 73.0}, {""name"": ""broccoli"", ""grams"": 68.0}, {""name"": ""tomatoes"", ""grams"": 43.0}]"
dish_1563477659,26.551344,52.0,0.665319,4.611115,1.741009,"[{""name"": ""salt"", ""grams"": 0.255843}, {""name"": ""pepper"", ""grams"": 0.063961}, {""name"": ""brussels sprouts"", ""grams"": 51.168514}, {""name"": ""olive oil"", ""grams"": 0.511685}]"
dish_1561739265,292.040009,308.0,9.989,41.127003,10.689,"[{""name"": ""sweet potato"", ""grams"": 82.0}, {""name"": ""hash browns"", ""grams"": 43.0}, {""name"": ""broccoli"", ""grams"": 51.0}, {""name"": ""egg whites"", ""grams"": 71.0}, {""name"": ""berries"", ""grams"": 61.0}]"
dish_1551138237,138.938004,7974.0,1.692,27.547001,4.559,"[{""name"": ""bread"", ""grams"": 27.0}, {""name"": ""tomatoes"", ""grams"": 67.0}, {""name"": ""pineapple"", ""grams"": 89.0}]"
dish_1559235771,145.800003,54.0,4.32,21.762001,5.0328,"[{""name"": ""cream cheese"", ""grams"": 10.8}, {""name"": ""bagels"", ""grams"": 43.200001}]"
dish_1557861837,61.883999,123.0,5.827,4.46,8.698,"[{""name"": ""eggplant"", ""grams"": 53.0}, {""name"": ""caesar salad"", ""grams"": 31.0}, {""name"": ""fish"", ""grams"": 39.0}]"
dish_1550712459,257.119995,141.0,11.606,1.862,34.788002,"[{""name"": ""cheese"", ""grams"": 25.0}, {""name"": ""chicken"", ""grams"": 90.0}, {""name"": ""mixed greens"", ""grams"": 29.0}]"
dish_1565034281,228.459991,306.0,9.433001,32.330002,5.901,"[{""name"": ""roasted potatoes"", ""grams"": 131.0}, {""name"": ""cauliflower"", ""grams"": 175.0}]"
dish_1562790259,518.591736,207.0,43.956383,7.921093,27.413876,"[{""name"": ""walnuts"", ""grams"": 34.025623}, {""name"": ""salt"", ""grams"": 0.379804}, {""name"": ""olive oil"", ""grams"": 8.102487}, {""name"": ""mustard"", ""grams"": 0.633007}, {""name"": ""grilled chicken"", ""grams"": 91.0}, {""name"": ""arugula"", ""grams"": 56.717411}, {""name"": ""vinegar"", ""grams"": 1.89902}, {""name"": ""blueberries"", ""grams"": 4.051243}, {""name"": ""chard"", ""grams"": 10.128109}, {""name"": ""pepper"", ""grams"": 0.063301}]"
dish_1562777068,236.723511,236.0,15.213988,10.770336,14.960756,"[{""name"": ""olive oil"", ""grams"": 0.383764}, {""name"": ""brussels sprouts"", ""grams"": 38.376385}, {""name"": ""salt"", ""grams"": 0.191882}, {""name"": ""strawberries"", ""grams"": 65.0}, {""name"": ""pepper"", ""grams"": 0.04797}, {""name"": ""scrambled eggs"", ""grams"": 132.0}]"
dish_1566413356,183.979996,164.0,3.952,2.196,33.699001,"[{""name"": ""spinach (raw)"", ""grams"": 61.0}, {""name"": ""chicken"", ""grams"": 103.0}]"
dish_1562700760,370.130035,418.0,18.338949,16.083405,35.965889,"[{""name"": ""beef"", ""grams"": 110.722244}, {""name"": ""cauliflower"", ""grams"": 163.0}, {""name"": ""shallots"", ""grams"": 7.381483}, {""name"": ""spinach (cooked)"", ""grams"": 3.690741}, {""name"": ""olive oil"", ""grams"": 0.738148}, {""name"": ""onions"", ""grams"": 3.690741}, {""name"": ""vinegar"", ""grams"": 0.184537}, {""name"": ""mushroom"", ""grams"": 110.0}, {""name"": ""millet"", ""grams"": 14.762965}, {""name"": ""bok choy"", ""grams"": 3.690741}, {""name"": ""salt"", ""grams"": 0.138403}]"
dish_1561667207,249.444839,121.0,11.420783,13.358226,22.073404,"[{""name"": ""garlic"", ""grams"": 2.887828}, {""name"": ""salt"", ""grams"": 0.577566}, {""name"": ""sugar"", ""grams"": 8.663485}, {""name"": ""bok choy"", ""grams"": 11.551312}, {""name"": ""pork"", ""grams"": 80.859192}, {""name"": ""pepper"", ""grams"": 0.288783}, {""name"": ""white rice"", ""grams"": 11.551312}, {""name"": ""soy sauce"", ""grams"": 4.620525}]"
dish_1551391586,372.769989,133.0,29.458,15.241999,18.360001,"[{""name"": ""shrimp"", ""grams"": 26.0}, {""name"": ""nuts"", ""grams"": 54.0}, {""name"": ""broccoli"", ""grams"": 55.0}]"
dish_1563820775,38.07,162.0,0.594,7.074,2.376,"[{""name"": ""zucchini"", ""grams"": 54.0}, {""name"": ""broccoli"", ""grams"": 54.0}, {""name"": ""squash"", ""grams"": 54.0}]"
dish_1568060722,460.579987,359.0,17.008001,12.233,64.398003,"[{""name"": ""avocado"", ""grams"": 64.0}, {""name"": ""mixed greens"", ""grams"": 61.0}, {""name"": ""onions"", ""grams"": 36.0}, {""name"": ""chicken"", ""grams"": 198.0}]"
dish_1562603569,121.679504,62.0,7.050731,8.625269,5.648293,"[{""name"": ""bacon"", ""grams"": 14.0}, {""name"": ""olive oil"", ""grams"": 1.170732}, {""name"": ""sweet potato"", ""grams"": 46.829269}]"
dish_1560799277,111.020004,73.0,3.733,14.73,4.934,"[{""name"": ""pizza"", ""grams"": 37.0}, {""name"": ""broccoli"", ""grams"": 36.0}]"
dish_1558459664,383.055969,273.0,18.390999,48.411999,11.629001,"[{""name"": ""white rice"", ""grams"": 79.0}, {""name"": ""almonds"", ""grams"": 36.0}, {""name"": ""spinach (raw)"", ""grams"": 9.0}, {""name"": ""cherry tomatoes"", ""grams"": 64.0}, {""name"": ""grapes"", ""grams"": 85.0}]"
dish_1568141915,318.543915,163.0,10.967052,42.07793,12.790895,"[{""name"": ""cheese pizza"", ""grams"": 110.0}, {""name"": ""salt"", ""grams"": 0.195933}, {""name"": ""carrot"", ""grams"": 52.24892}, {""name"": ""olive oil"", ""grams"": 0.522489}, {""name"": ""pepper"", ""grams"": 0.032656}]"
dish_1551567964,104.299995,167.0,7.113,10.339,2.736,"[{""name"": ""olives"", ""grams"": 63.0}, {""name"": ""broccoli"", ""grams"": 51.0}, {""name"": ""cauliflower"", ""grams"": 56.0}]"
dish_1559149719,432.125,268.0,28.792999,8.894,31.711,"[{""name"": ""bacon"", ""grams"": 23.0}, {""name"": ""carrot"", ""grams"": 64.0}, {""name"": ""eggs"", ""grams"": 181.0}]"
dish_1566414642,219.809998,145.0,7.812,14.580001,21.541,"[{""name"": ""roasted potatoes"", ""grams"": 81.0}, {""name"": ""chicken"", ""grams"": 64.0}]"
dish_1559667948,153.900009,57.0,4.56,22.971003,5.3124,"[{""name"": ""cream cheese"", ""grams"": 11.400001}, {""name"": ""bagels"", ""grams"": 45.600002}]"
dish_1567110783,465.307892,210.0,24.372978,18.846014,38.940533,"[{""name"": ""shallots"", ""grams"": 8.552339}, {""name"": ""spinach (cooked)"", ""grams"": 4.276169}, {""name"": ""bok choy"", ""grams"": 4.276169}, {""name"": ""onions"", ""grams"": 4.276169}, {""name"": ""pizza"", ""grams"": 42.0}, {""name"": ""olive oil"", ""grams"": 0.855234}, {""name"": ""vinegar"", ""grams"": 0.213808}, {""name"": ""salt"", ""grams"": 0.160356}, {""name"": ""millet"", ""grams"": 17.104677}, {""name"": ""beef"", ""grams"": 128.28508}]"
dish_1551376623,315.340027,147.0,20.365002,27.02,10.205,"[{""name"": ""broccoli"", ""grams"": 55.0}, {""name"": ""nuts"", ""grams"": 37.0}, {""name"": ""white rice"", ""grams"": 55.0}]"
dish_1564590226,220.535858,376.0,3.554219,46.892776,2.959488,"[{""name"": ""olive oil"", ""grams"": 2.951219}, {""name"": ""watermelon"", ""grams"": 84.0}, {""name"": ""berries"", ""grams"": 93.0}, {""name"": ""sweet potato"", ""grams"": 118.048782}, {""name"": ""cantaloupe"", ""grams"": 78.0}]"
dish_1560799615,332.749847,283.0,17.999836,32.516449,11.012909,"[{""name"": ""spinach (raw)"", ""grams"": 56.240124}, {""name"": ""onions"", ""grams"": 8.998421}, {""name"": ""squash"", ""grams"": 118.372375}, {""name"": ""apple"", ""grams"": 4.49921}, {""name"": ""salt"", ""grams"": 0.584497}, {""name"": ""olive oil"", ""grams"": 10.182144}, {""name"": ""pizza"", ""grams"": 74.0}, {""name"": ""cranberries"", ""grams"": 4.49921}, {""name"": ""mustard"", ""grams"": 1.124803}, {""name"": ""vinegar"", ""grams"": 4.49921}]"
dish_1559845513,222.152008,379.0,0.563,55.181995,3.221,"[{""name"": ""potatoes"", ""grams"": 86.0}, {""name"": ""pears"", ""grams"": 201.0}, {""name"": ""mandarin oranges"", ""grams"": 53.0}, {""name"": ""strawberries"", ""grams"": 39.0}]"
dish_1568649354,72.870728,129.0,1.676927,14.402927,1.740146,"[{""name"": ""broccoli"", ""grams"": 49.7561}, {""name"": ""berries"", ""grams"": 78.0}, {""name"": ""olive oil"", ""grams"": 1.243902}]"
dish_1563566725,241.313019,206.0,7.40534,39.206856,7.718408,"[{""name"": ""olive oil"", ""grams"": 0.990291}, {""name"": ""olives"", ""grams"": 54.0}, {""name"": ""wild rice"", ""grams"": 118.0}, {""name"": ""wheat berry"", ""grams"": 33.009708}]"
